type,price,direction,formation_time,breakout_time,retest_time,touch_time_utc,entry_price,is_spike,is_swing,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,vol_spike_z_10s,same_side_vol_ratio_10s,momentum_pts_10s,trades_count_10s,upticks_10s,downticks_10s,cum_delta_10s,range_compression_10s,vol_spike_z_30s,same_side_vol_ratio_30s,momentum_pts_30s,trades_count_30s,upticks_30s,downticks_30s,cum_delta_30s,range_compression_30s,vol_spike_z_60s,same_side_vol_ratio_60s,momentum_pts_60s,trades_count_60s,upticks_60s,downticks_60s,cum_delta_60s,range_compression_60s,vol_spike_z_120s,same_side_vol_ratio_120s,momentum_pts_120s,trades_count_120s,upticks_120s,downticks_120s,cum_delta_120s,range_compression_120s,vol_spike_z_300s,same_side_vol_ratio_300s,momentum_pts_300s,trades_count_300s,upticks_300s,downticks_300s,cum_delta_300s,range_compression_300s,preconsolidation_secs_30s,mfe_5m,mae_before_peak_5m,time_to_peak_s_5m,mfe_15m,mae_before_peak_15m,time_to_peak_s_15m,mfe_30m,mae_before_peak_30m,time_to_peak_s_30m,mfe_60m,mae_before_peak_60m,time_to_peak_s_60m,quality_30m
LHPB,7405.75,1,2026-06-11 10:00:00,2026-06-11 17:00:00,2026-06-24 19:00:00,2026-06-24 19:07:06,7405.75,False,False,314.0,321.0,3.5266999615827888,0.7342047930283224,19,19,1,3.654709568751777,0.6395173453996983,-3.5,982.0,2,8,-370.0,1.2641815235008103,1.1558864464655607,0.608615948670944,-5.5,1678.0,9,21,-474.0,1.0048622366288493,0.1539074251798057,0.5772425249169435,-8.75,2845.0,20,39,-558.0,1.0426796326310104,0.6608692935684692,0.555629937073236,-14.0,6050.0,44,74,-831.0,1.0615883306320908,1.1832191780821917,0.5012534059945504,-4.0,14862.0,142,153,-46.0,1.0426796326310104,2,7.0,1.25,169,7.75,1.75,463,14.0,1.75,1094,58.75,1.75,3544,12.25
LLPB,7474.5,-1,2026-06-24 15:00:00,2026-06-24 16:00:00,2026-06-24 20:00:00,2026-06-24 20:32:15,7474.5,False,False,4.0,5.0,1.6343327454438563,0.7841726618705036,96,96,0,0.5694323613960777,0.59,-1.0,116.0,4,5,-36.0,0.8306188925081432,-0.6150758588540607,0.6049723756906077,-2.75,253.0,12,14,-76.0,0.7817589576547231,-1.2188105572799461,0.5673249551166966,-3.5,398.0,25,26,-75.0,0.7899022801302931,-1.3685205870124952,0.5247524752475248,-3.25,847.0,51,50,-55.0,0.8306188925081432,-0.9731182795698925,0.5191011235955056,-3.5,2710.0,120,136,-136.0,0.9087947882736156,14,6.75,0.5,164,6.75,0.5,164,6.75,0.5,164,6.75,0.5,164,6.25
LHPB,7461.25,1,2026-06-24 17:00:00,2026-06-24 20:00:00,2026-06-25 00:00:00,2026-06-25 00:32:36,7461.25,False,False,4.0,7.0,2.359767891682785,0.8073770491803278,87,87,0,2.714963353482058,0.7582417582417582,-0.75,78.0,5,4,-47.0,1.8493150684931505,2.5938026666821723,0.6682027649769585,-2.25,180.0,12,15,-73.0,1.6095890410958904,3.0331693039254914,0.5691244239631337,-2.25,324.0,20,30,-60.0,1.5410958904109588,2.0980299978508166,0.5657492354740061,-5.0,500.0,42,47,-86.0,1.309931506849315,1.2476190476190476,0.5658396946564885,-5.25,831.0,87,101,-138.0,1.0547945205479452,24,2.0,1.0,59,2.0,1.0,59,2.0,1.0,59,2.0,1.0,59,1.0
LHPB,7469.75,1,2026-06-25 04:00:00,2026-06-25 05:00:00,2026-06-25 13:00:00,2026-06-25 13:32:37,7469.75,False,False,8.0,9.0,0.4810996563573883,0.6326530612244898,98,98,0,0.9204088251450593,0.46236559139784944,-0.75,1114.0,7,3,105.0,1.5129396151293961,1.1532390371166532,0.5401197604790419,-3.0,3389.0,12,18,-335.0,1.499668214996682,1.2434093189021482,0.5399398008798333,-10.0,7010.0,22,38,-690.0,1.5195753151957532,1.550145916715569,0.5313696778553728,-17.25,14413.0,49,71,-1114.0,1.6887856668878565,1.01490727532097,0.5196146950682184,-17.0,26436.0,114,176,-1291.0,1.3642999336429993,11,7.25,5.5,272,7.25,5.5,272,7.25,5.5,272,7.25,5.5,272,1.75
LHPB,7443.25,1,2026-06-24 18:00:00,2026-06-24 20:00:00,2026-06-25 13:00:00,2026-06-25 13:43:19,7443.25,False,False,17.0,19.0,2.359767891682785,0.8073770491803278,75,75,0,1.4824423897046686,0.5501770956316411,-2.0,1361.0,4,6,-170.0,1.1400795404330535,1.5122154839598978,0.5810043172006362,-8.25,3520.0,8,22,-713.0,1.1577551922227132,1.5114976549572046,0.553233484267967,-9.5,6870.0,24,35,-917.0,1.113566062748564,1.0041978253279005,0.5436272571503888,-15.75,12244.0,50,68,-1324.0,1.0229783473265577,-0.9033457249070632,0.5383232764154577,-24.25,25739.0,125,170,-2388.0,0.975695978789218,8,1.25,6.25,77,1.25,6.25,77,11.25,52.75,1627,24.75,52.75,2999,-41.5
LHPB,7431.5,1,2026-06-24 19:00:00,2026-06-24 20:00:00,2026-06-25 13:00:00,2026-06-25 13:45:45,7431.5,False,False,17.0,18.0,2.359767891682785,0.8073770491803278,56,56,0,3.0671090542720187,0.584151217739004,-7.75,2340.0,3,7,-463.0,1.87192118226601,2.010969577371876,0.5446138870863076,-12.0,5308.0,13,17,-550.0,1.568144499178982,2.277060884356851,0.5233302122347067,-6.25,10839.0,26,34,-598.0,1.506568144499179,1.6679004022873107,0.5069302431265621,-7.0,18307.0,60,60,-305.0,1.3362068965517242,1.018185900314324,0.5231642877502247,-29.0,37283.0,135,162,-2113.0,1.11247947454844,3,1.5,0.75,1,1.5,0.75,1,23.0,41.0,1481,36.5,41.0,2853,-18.0
LHPB,7403.75,1,2026-06-11 14:00:00,2026-06-11 17:00:00,2026-06-25 13:00:00,2026-06-25 13:54:29,7403.75,False,True,332.0,335.0,3.5266999615827888,0.7342047930283224,21,21,0,-0.31238839527804535,0.6313932980599647,-2.5,1390.0,2,8,-447.0,1.030756442227764,0.3932590807259372,0.5190532147053886,-5.0,4890.0,12,18,-227.0,1.0972568578553616,-0.7928206596304349,0.5263049521260167,-7.75,7954.0,22,37,-511.0,0.9753394292047658,-1.1183139704702114,0.5140953086158566,-13.25,15828.0,53,64,-533.0,0.9684123025768911,-0.9778522113609953,0.504761312005975,-17.0,40693.0,143,153,-459.0,0.974231088944306,4,3.25,13.0,184,41.25,13.25,862,58.25,13.25,1564,72.0,13.25,3493,45.0
LHPB,7391.0,1,2026-06-11 16:00:00,2026-06-11 17:00:00,2026-06-25 13:00:00,2026-06-25 13:55:45,7391.0,False,False,332.0,333.0,3.5266999615827888,0.7342047930283224,17,17,0,-0.1426881500501344,0.5266923500275179,0.5,1566.0,3,6,-97.0,0.843207495177735,0.4699351627198106,0.5552841556749715,-4.75,5079.0,9,20,-679.0,0.986497657756958,1.1018177885658467,0.5403165033911078,-8.5,11263.0,22,37,-1070.0,1.0085422981537613,0.6411363449816619,0.5386308965629715,-14.75,20442.0,45,73,-1895.0,0.9920088178561588,-1.0313559322033898,0.526361738470298,-38.5,44273.0,125,171,-2778.0,0.9875998897767981,11,16.0,-1.0,108,63.5,0.5,881,71.0,0.5,1488,84.75,0.5,3417,70.5
LLPB,7408.25,-1,2026-06-25 18:00:00,2026-06-26 01:00:00,2026-06-26 06:00:00,2026-06-26 06:55:09,7408.25,False,True,5.0,12.0,1.0581583198707594,0.6717557251908397,23,23,0,0.8065196490418066,0.5928571428571429,-1.5,119.0,6,4,-26.0,2.127659574468085,1.34685717667028,0.46352941176470586,-2.5,374.0,13,14,31.0,1.8439716312056735,1.2081444960200594,0.512022630834512,-4.5,618.0,24,26,-17.0,1.5177304964539007,0.8188767686053569,0.5250501002004008,-10.75,878.0,45,47,-50.0,1.2411347517730495,-0.8746987951807229,0.544465770953295,-10.25,1359.0,93,93,-139.0,0.9843971631205674,26,5.75,1.5,210,13.5,1.5,891,13.5,1.5,891,13.5,1.5,891,12.0
LLPB,7409.0,-1,2026-06-25 19:00:00,2026-06-26 01:00:00,2026-06-26 06:00:00,2026-06-26 06:55:27,7409.0,False,False,5.0,11.0,1.0581583198707594,0.6717557251908397,25,25,0,1.1391543082229467,0.8659217877094972,-2.25,88.0,7,2,-131.0,1.5724137931034483,1.4593506124387203,0.5748502994011976,-2.5,386.0,13,14,-75.0,1.986206896551724,1.6197137516095403,0.5475923852183651,-4.75,726.0,24,29,-85.0,1.7379310344827588,1.3330118986155348,0.5498039215686275,-11.75,1066.0,49,50,-127.0,1.406896551724138,0.30718954248366015,0.5604336043360434,-12.0,1549.0,97,97,-223.0,1.0344827586206897,25,6.5,0.5,192,14.25,0.5,873,14.25,0.5,873,14.25,0.5,873,13.75
LLPB,7390.5,-1,2026-06-25 13:00:00,2026-06-26 02:00:00,2026-06-26 06:00:00,2026-06-26 06:32:42,7390.5,False,True,4.0,17.0,1.090767432800935,0.8285714285714286,19,19,0,3.787021950110399,0.767175572519084,-3.0,184.0,5,4,-140.0,2.0338983050847457,1.61786795616156,0.7113095238095238,-2.75,251.0,14,9,-142.0,1.3820078226857888,2.029547566343145,0.6661608497723824,-4.25,550.0,27,17,-219.0,1.316818774445893,0.8171442813432275,0.6622754491017964,-5.25,713.0,52,33,-271.0,1.1408083441981747,1.2647814910025708,0.6132075471698113,-7.5,1913.0,124,99,-480.0,1.168187744458931,0,2.75,0.25,77,2.75,0.25,77,2.75,0.25,77,2.75,0.25,77,2.5
LLPB,7392.5,-1,2026-06-25 14:00:00,2026-06-26 02:00:00,2026-06-26 06:00:00,2026-06-26 06:36:25,7392.5,False,False,4.0,16.0,1.090767432800935,0.8285714285714286,20,20,0,0.6388748257142258,0.7204301075268817,-1.75,62.0,5,3,-41.0,1.111111111111111,0.2046866099645502,0.5684210526315789,-0.75,149.0,9,13,-26.0,1.0617283950617284,-0.3127167054358815,0.5769230769230769,-1.5,234.0,17,21,-44.0,0.8271604938271605,-0.9788084138385817,0.5495283018867925,-3.0,357.0,32,38,-42.0,0.7407407407407407,3.7142857142857144,0.5711785297549592,-7.25,1483.0,98,103,-244.0,0.9901234567901234,20,3.25,0.25,274,3.25,0.25,274,3.25,0.25,274,3.25,0.25,274,3.0
LLPB,7395.0,-1,2026-06-26 01:00:00,2026-06-26 02:00:00,2026-06-26 06:00:00,2026-06-26 06:44:50,7395.0,False,False,4.0,5.0,1.090767432800935,0.8285714285714286,24,24,0,6.696807086439467,0.8076923076923077,-2.0,111.0,4,1,-112.0,1.4971209213051824,3.9118814363115693,0.7366412213740458,-2.25,182.0,8,9,-124.0,1.381957773512476,3.046454540280074,0.6696428571428571,-2.25,254.0,15,20,-114.0,1.3051823416506718,1.7748356709712723,0.6331236897274634,-4.5,389.0,26,35,-127.0,1.142034548944338,0.31666666666666665,0.5718990120746432,-4.75,748.0,65,75,-131.0,0.9673704414587332,25,0.75,1.0,21,0.75,1.0,21,0.75,1.0,21,0.75,1.0,21,-0.25
LLPB,7417.25,-1,2026-06-25 23:00:00,2026-06-26 01:00:00,2026-06-26 14:00:00,2026-06-26 14:05:17,7417.25,True,False,13.0,15.0,1.0581583198707594,0.6717557251908397,32,32,0,0.9214146967067038,0.6103896103896104,-3.0,888.0,8,2,-238.0,1.038135593220339,1.0584835330411815,0.5960607039070068,-3.5,2512.0,19,11,-595.0,0.8968926553672317,0.11016900941486212,0.5668484187568157,-7.0,3789.0,33,26,-613.0,0.8862994350282487,-0.7651219390060294,0.5429201244813278,-7.5,6311.0,59,59,-662.0,0.8774717514124294,-1.0281442392260334,0.507777936349365,-7.75,17257.0,143,152,-327.0,0.9689265536723164,10,3.0,2.5,35,3.0,2.5,35,3.0,2.5,35,8.25,19.0,2107,0.5
LLPB,7418.75,-1,2026-06-26 00:00:00,2026-06-26 01:00:00,2026-06-26 14:00:00,2026-06-26 14:05:21,7418.75,True,False,13.0,14.0,1.0581583198707594,0.6717557251908397,33,33,0,1.3181672576452126,0.5951020408163266,-2.25,985.0,7,3,-233.0,0.9964664310954063,0.9533124429763784,0.5778661365142479,-2.75,2531.0,20,10,-470.0,0.8904593639575972,0.45291832476691635,0.5778217821782178,-7.5,4135.0,35,24,-786.0,0.901060070671378,-0.5937559840679824,0.5462835727670207,-8.5,6518.0,58,60,-741.0,0.8763250883392227,-0.9504980380319952,0.5093284481511835,-9.0,17037.0,144,151,-387.0,0.9554770318021202,4,4.5,1.0,31,4.5,1.0,31,4.5,1.0,31,9.75,17.5,2103,3.5
LHPB,7405.75,1,2026-06-26 13:00:00,2026-06-26 14:00:00,2026-06-26 18:00:00,2026-06-26 18:57:37,7405.75,False,False,4.0,5.0,1.35623869801085,0.4466666666666666,28,28,0,3.2016277116273932,0.6324607329842932,-3.25,713.0,3,6,-253.0,1.3718897108271686,1.6021999493264918,0.6159718144450969,-5.75,1238.0,12,17,-395.0,1.0490921318090114,-0.2671533444897184,0.5753365175857577,-5.5,1720.0,25,32,-347.0,0.9145931405514458,-0.8041980174330219,0.5384615384615384,-5.5,3311.0,50,64,-330.0,0.9515803631472763,-0.9474048442906574,0.5183833847880999,-6.25,8174.0,130,156,-393.0,0.9320780094149294,3,7.75,0.75,297,12.0,0.75,692,17.25,0.75,1289,26.25,0.75,2946,16.5
LHPB,7421.0,1,2026-06-26 20:00:00,2026-06-28 22:00:00,2026-06-29 02:00:00,2026-06-29 02:15:37,7421.0,False,False,4.0,54.0,1.268101761252446,0.9012345679012346,44,44,0,0.8078643752161426,0.5645161290322581,-0.75,58.0,4,4,-8.0,1.4088397790055247,0.8049071508970758,0.48520710059171596,-2.25,155.0,14,11,5.0,1.4640883977900552,1.9535325762943736,0.600451467268623,-1.0,385.0,27,25,-89.0,1.5331491712707181,1.9150882969155918,0.5896168108776267,-4.5,709.0,46,48,-145.0,1.367403314917127,1.0436241610738255,0.578404401650619,-9.0,1283.0,102,110,-228.0,1.1298342541436464,12,9.75,0.25,269,20.0,0.25,771,22.75,0.25,1405,29.25,0.25,3226,22.5
LHPB,7490.5,1,2026-06-25 13:00:00,2026-06-29 17:00:00,2026-06-29 22:00:00,2026-06-29 22:00:31,7490.5,False,False,5.0,105.0,0.9739524348810872,0.7790697674418605,84,84,1,3.1071105207180763,0.6935483870967742,-2.0,60.0,1,7,-24.0,17.142857142857146,3.4681116284262847,0.5454545454545454,-2.75,167.0,7,16,-16.0,17.92207792207792,3.116144018583043,0.48148148148148145,-2.75,257.0,8,17,11.0,10.38961038961039,2.087108013937282,0.48148148148148145,-2.75,257.0,8,17,11.0,5.194805194805195,1.0696864111498259,0.48148148148148145,-2.75,257.0,8,17,11.0,2.077922077922078,3,5.5,0.0,226,7.25,0.0,598,7.25,0.0,598,7.25,0.0,598,7.25
LHPB,7490.0,1,2026-06-29 13:00:00,2026-06-29 17:00:00,2026-06-30 00:00:00,2026-06-30 00:28:50,7490.0,False,True,7.0,11.0,0.9739524348810872,0.7790697674418605,86,86,0,5.697836693767194,0.7875,-2.0,111.0,1,4,-92.0,1.264367816091954,2.4189133295081757,0.7587939698492462,-2.0,149.0,5,12,-103.0,1.1111111111111112,3.803291834874047,0.6357615894039735,-2.5,371.0,22,20,-123.0,1.4942528735632183,2.5854300324744095,0.6354319180087847,-5.25,575.0,36,40,-185.0,1.3505747126436782,2.18232044198895,0.6085594989561587,-4.75,827.0,69,93,-208.0,0.9885057471264368,10,1.75,1.0,73,1.75,1.0,73,3.25,8.25,1642,8.25,8.25,3586,-5.0
LHPB,7481.75,1,2026-06-29 16:00:00,2026-06-29 17:00:00,2026-06-30 00:00:00,2026-06-30 00:32:09,7481.75,False,False,7.0,8.0,0.9739524348810872,0.7790697674418605,110,110,0,3.543821847133853,0.7912621359223301,-3.25,169.0,0,5,-120.0,1.6764705882352942,1.3975755789262505,0.6845878136200717,-3.25,238.0,8,12,-103.0,1.3823529411764706,1.5851032937533436,0.6375227686703097,-4.75,459.0,21,25,-151.0,1.5441176470588236,1.7068891172937608,0.5900452488687783,-7.5,961.0,45,54,-199.0,1.6102941176470589,1.0136986301369864,0.5839888940305414,-12.0,1875.0,106,116,-363.0,1.3264705882352943,2,6.25,-0.25,217,7.5,-0.25,881,12.25,-0.25,1672,19.5,-0.25,3537,12.5
LHPB,7498.5,1,2026-06-30 02:00:00,2026-06-30 03:00:00,2026-06-30 08:00:00,2026-06-30 08:39:15,7498.5,False,False,5.0,6.0,0.9260539046302696,0.6119402985074627,87,87,0,3.6556578341383648,0.7972972972972973,-1.75,118.0,0,6,-88.0,1.2621359223300972,2.777110049683283,0.6983606557377049,-1.25,245.0,4,15,-121.0,1.2944983818770226,2.2169851101169598,0.6748971193415638,-1.5,362.0,9,27,-170.0,1.0841423948220066,1.4850877149055504,0.6167400881057269,-1.75,536.0,30,39,-159.0,0.9385113268608414,1.3157894736842106,0.5619377162629757,-3.5,1170.0,82,93,-179.0,1.035598705501618,10,1.25,0.0,2,1.75,4.5,898,6.25,4.5,1502,7.5,4.5,2320,1.75
LLPB,7563.75,-1,2026-06-22 12:00:00,2026-06-22 14:00:00,2026-06-30 19:00:00,2026-06-30 19:11:22,7563.75,False,False,197.0,199.0,4.002779708130646,0.7395833333333334,47,47,1,1.7395676806005649,0.5129740518962076,-1.25,379.0,4,4,-13.0,1.3389121338912133,1.4419295552030347,0.5850277264325323,-2.25,833.0,16,9,-184.0,1.311018131101813,0.6137444528836958,0.5546921697549313,-3.25,1289.0,27,25,-183.0,1.213389121338912,0.574732047585774,0.4914433322570229,-1.25,2370.0,39,57,53.0,1.080892608089261,1.0167090446785325,0.5305004261536589,-4.5,6122.0,110,123,-501.0,1.0794979079497908,16,0.75,0.75,34,1.75,4.0,656,9.5,4.0,1671,23.0,4.0,2918,5.5
LHPB,7542.25,1,2026-06-23 01:00:00,2026-06-30 15:00:00,2026-06-30 20:00:00,2026-06-30 20:00:00,7542.25,False,False,5.0,187.0,1.8515429524603837,0.90990990990991,59,59,0,7.39319154228759,0.5199699764719468,-2.25,26555.0,3,7,-2767.0,4.30939226519337,4.444473911703361,0.5315944828088843,-6.75,45037.0,7,23,-6936.0,3.118477593615715,3.1271856279119765,0.5354746885236522,-10.0,60537.0,15,45,-9920.0,2.3449969306322895,2.1228152100192292,0.5433030003137899,-17.25,75844.0,28,92,-14352.0,1.740331491712707,1.0785500780445265,0.540156114483955,-14.75,93593.0,115,183,-15279.0,1.2240638428483732,0,10.25,-1.0,99,11.0,-1.0,304,11.0,-1.0,304,11.0,-1.0,304,12.0
LHPB,7541.75,1,2026-06-30 14:00:00,2026-06-30 15:00:00,2026-06-30 20:00:00,2026-06-30 20:00:00,7541.75,False,False,5.0,6.0,1.8515429524603837,0.90990990990991,59,59,0,7.39319154228759,0.5199699764719468,-2.25,26555.0,3,7,-2767.0,4.30939226519337,4.444473911703361,0.5315944828088843,-6.75,45037.0,7,23,-6936.0,3.118477593615715,3.1271856279119765,0.5354746885236522,-10.0,60537.0,15,45,-9920.0,2.3449969306322895,2.1228152100192292,0.5433030003137899,-17.25,75844.0,28,92,-14352.0,1.740331491712707,1.0785500780445265,0.540156114483955,-14.75,93593.0,115,183,-15279.0,1.2240638428483732,0,10.75,-1.5,99,11.5,-1.5,304,11.5,-1.5,304,11.5,-1.5,304,13.0
LHPB,7511.0,1,2026-06-30 12:00:00,2026-06-30 13:00:00,2026-07-01 07:00:00,2026-07-01 07:18:14,7511.0,False,False,18.0,19.0,2.571942446043165,0.8321678321678322,81,81,0,0.8984679396944516,0.5414634146341464,-1.25,141.0,4,6,-17.0,1.628222523744912,2.917487720116706,0.6511134676564156,-3.25,666.0,13,16,-285.0,1.7367706919945727,2.8091490917207884,0.70125,-4.5,1003.0,24,28,-644.0,1.4789687924016284,1.8846246113291134,0.6472617507546357,-4.25,1542.0,47,48,-683.0,1.3432835820895521,1.0837960625946492,0.5310231795832357,-3.25,2892.0,123,95,-265.0,1.1397557666214382,17,7.25,0.75,267,9.25,0.75,579,11.0,0.75,1293,14.75,0.75,3458,10.25
LLPB,7538.5,-1,2026-06-30 20:00:00,2026-07-01 01:00:00,2026-07-01 11:00:00,2026-07-01 11:02:45,7538.5,False,True,10.0,15.0,0.9419680403700588,0.8928571428571429,57,57,2,0.45534737592188107,0.8301886792452831,-0.5,37.0,3,2,-35.0,1.315068493150685,-0.1542317850193709,0.8269230769230769,-0.75,82.0,9,2,-68.0,1.095890410958904,-0.5315338649742927,0.7341040462427746,-1.0,138.0,16,7,-81.0,0.9041095890410961,-0.1339353133822285,0.6589327146171694,-1.0,359.0,36,20,-137.0,1.1369863013698631,0.8060288335517694,0.5159059474412172,-1.0,1116.0,81,64,-46.0,1.2000000000000002,30,0.5,0.0,3,2.0,1.5,681,3.75,1.5,1712,11.0,1.5,3585,2.25
LLPB,7541.75,-1,2026-07-01 00:00:00,2026-07-01 01:00:00,2026-07-01 14:00:00,2026-07-01 14:05:53,7541.75,False,False,13.0,14.0,0.9419680403700588,0.8928571428571429,64,64,0,3.422578897767845,0.7503392130257802,-3.5,1129.0,8,2,-738.0,1.2922002328288709,1.3823510785851179,0.6895252449133383,-5.25,2071.0,22,8,-1006.0,1.0011641443538999,0.369866289287881,0.627906976744186,-5.0,3177.0,35,24,-1012.0,0.9429569266589057,-0.002252802294224192,0.5922912205567452,-6.25,5621.0,70,49,-1293.0,0.9313154831199069,-0.7926605504587156,0.5360744297719088,-3.5,14032.0,152,143,-1202.0,0.9569266589057044,7,1.0,0.75,1,1.0,0.75,1,1.0,0.75,1,1.5,12.75,2442,0.25
LLPB,7540.5,-1,2026-06-30 22:00:00,2026-07-01 01:00:00,2026-07-01 14:00:00,2026-07-01 14:05:45,7540.5,False,False,13.0,16.0,0.9419680403700588,0.8928571428571429,64,64,0,1.3712131790777087,0.6241970021413277,-0.75,737.0,5,5,-232.0,1.0520163646990064,0.4777610811421778,0.6223325062034739,-2.75,1597.0,20,10,-493.0,0.9351256575102279,-0.3151645397155881,0.5670771224886585,-2.0,2503.0,32,27,-414.0,0.9000584453535945,-0.2949649728629034,0.557163301001749,-4.25,5120.0,64,55,-719.0,0.9175920514319112,-0.7750969409737182,0.5247956738155226,-3.0,13747.0,150,145,-807.0,0.962010520163647,12,1.0,-0.5,1,1.0,-0.5,1,1.0,-0.5,1,1.0,-0.5,1,1.5
LLPB,7568.0,-1,2026-06-22 13:00:00,2026-06-22 14:00:00,2026-07-01 15:00:00,2026-07-01 15:17:59,7568.0,False,False,217.0,218.0,4.002779708130646,0.7395833333333334,35,35,0,1.0201339459911796,0.6732522796352584,-1.5,561.0,8,2,-228.0,1.0387469084913439,0.056919846284218936,0.6076360682372055,-1.5,1035.0,18,10,-265.0,0.9068425391591097,-0.3467934405134362,0.5539705183071802,-3.0,1747.0,33,23,-227.0,0.9398186314921683,-0.4405785206176484,0.521079258010118,-2.25,3496.0,62,54,-175.0,0.9686727122835944,-0.631484794275492,0.534212554594502,-5.0,9668.0,147,136,-799.0,0.9612530915086563,21,1.5,0.0,17,1.5,0.0,17,1.5,0.0,17,1.5,0.0,17,1.5
LHPB,7550.75,1,2026-06-30 22:00:00,2026-07-01 14:00:00,2026-07-01 18:00:00,2026-07-01 18:53:40,7550.75,False,False,4.0,20.0,1.6747809152872444,0.7790697674418605,75,75,1,2.6334072983799115,0.5202898550724637,-0.75,370.0,4,3,-28.0,0.9567198177676537,2.7805395557324193,0.59533527696793,-2.25,1156.0,10,17,-327.0,1.2300683371298406,1.3795216161171988,0.578765645230902,-2.75,1665.0,15,38,-365.0,1.070615034168565,0.6135248841758693,0.5692180160265267,-3.75,2753.0,39,61,-501.0,1.0136674259681093,1.2781740370898715,0.532374928119609,-1.75,6789.0,116,138,-563.0,1.0592255125284737,29,3.5,0.25,4,10.5,1.5,881,11.0,1.5,939,11.0,1.5,939,9.5
LHPB,7549.25,1,2026-07-01 00:00:00,2026-07-01 14:00:00,2026-07-01 18:00:00,2026-07-01 18:54:46,7549.25,False,True,4.0,18.0,1.6747809152872444,0.7790697674418605,72,72,1,0.6981205026175429,0.7139784946236559,-1.25,369.0,1,6,-199.0,0.916030534351145,-0.1588290827272343,0.6598202824133504,-1.75,639.0,6,18,-249.0,0.916030534351145,-0.18261744276372682,0.5943037974683544,-2.75,1304.0,15,34,-298.0,0.9596510359869138,1.4792922791577503,0.48235073225685315,-3.5,4140.0,34,68,188.0,1.0905125408942205,1.489795918367347,0.5109534738159817,-4.0,7562.0,105,148,-210.0,1.0316248636859324,17,5.0,0.0,267,12.5,0.0,873,12.5,0.0,873,12.5,0.0,873,12.5
LHPB,7545.75,1,2026-07-01 01:00:00,2026-07-01 14:00:00,2026-07-01 19:00:00,2026-07-01 19:51:42,7545.75,False,False,5.0,18.0,1.6747809152872444,0.7790697674418605,72,72,0,0.27874348201202415,0.4547413793103448,-0.25,361.0,5,5,42.0,1.1009174311926606,0.3524883846962888,0.5174165457184325,-1.5,1020.0,11,19,-48.0,1.0825688073394495,0.21337362347950678,0.5215199689802249,-2.5,2032.0,28,31,-111.0,1.146788990825688,1.5443459390691259,0.4970007315288954,-2.5,5223.0,56,61,41.0,1.2935779816513762,2.953125,0.5212931812587183,-3.75,9533.0,118,151,-519.0,1.0311926605504587,30,2.25,3.0,147,2.25,3.0,147,2.25,3.0,147,2.25,3.0,147,-0.75
LHPB,7540.0,1,2026-07-01 13:00:00,2026-07-01 14:00:00,2026-07-01 19:00:00,2026-07-01 19:57:16,7540.0,True,False,5.0,6.0,1.6747809152872444,0.7790697674418605,67,67,0,2.700621027580502,0.6609263657957245,-3.25,1178.0,4,6,-542.0,1.4803392444101775,1.8644973162543188,0.6068329718004338,-6.0,2723.0,10,19,-788.0,1.2490362374710873,1.4856826896887163,0.5327922077922078,-6.5,4684.0,28,31,-404.0,1.1565150346954511,1.0621347183804803,0.4801139060275273,-5.0,8320.0,69,49,419.0,1.125674633770239,1.0112217194570137,0.4929792184867207,-4.25,19665.0,162,127,350.0,1.1040863531225906,7,7.25,3.75,137,7.25,3.75,137,7.25,3.75,137,7.25,3.75,137,3.5
LLPB,7549.25,-1,2026-07-01 18:00:00,2026-07-01 19:00:00,2026-07-02 01:00:00,2026-07-02 01:09:46,7549.25,False,False,6.0,7.0,1.7353951890034365,0.4554455445544554,74,74,0,0.9772217181956528,0.7195121951219512,-0.25,60.0,5,2,-36.0,0.9153952843273232,0.830919163973755,0.642512077294686,-0.25,160.0,15,7,-59.0,0.9153952843273232,0.7577889713252021,0.5989583333333334,-1.25,316.0,27,15,-76.0,0.9153952843273232,0.38487125544928513,0.5957767722473605,-2.0,564.0,50,37,-127.0,0.8876560332871012,1.2676767676767677,0.5788288288288288,-4.25,1511.0,132,84,-280.0,0.9375866851595007,30,2.0,0.0,22,3.0,0.5,358,3.0,0.5,358,3.0,0.5,358,2.5
LLPB,7531.75,-1,2026-07-02 10:00:00,2026-07-02 15:00:00,2026-07-02 19:00:00,2026-07-02 19:58:45,7531.75,False,True,4.0,9.0,1.9113054341036853,0.7973856209150327,61,61,0,1.6251970968842981,0.533160621761658,-1.5,1203.0,7,3,-128.0,0.7944732297063902,1.8315443254868562,0.5830691776990491,-4.75,3508.0,21,9,-891.0,0.7944732297063902,2.0493029501441162,0.5236396890717878,-2.25,7176.0,31,29,-517.0,0.8923431203223949,1.8222642251153118,0.5286865300383929,-5.25,12994.0,64,55,-1061.0,0.9009786989061601,1.044400680333005,0.5128313779496279,-12.75,28119.0,152,140,-969.0,0.9510650546919978,15,11.5,2.25,178,14.0,2.25,394,14.0,2.25,394,14.0,2.25,394,11.75
